date,produit,categorie,prix,quantite,ville,mode_paiement,vendeur,chiffre_affaires
2024-03-04,Peinture 25L,Construction,33338.0,10.0,Dakar,Orange Money,V048,333380.0
2024-12-02,iPhone 12,Électronique,449154.0,1.0,Dakar,Orange Money,V007,449154.0
2024-10-16,Dentelle Guipure 5 yards,Textile,27782.0,1.0,Saint-Louis,Wave,V049,27782.0
2024-09-05,Huile végétale 5L,Alimentation,5354.0,2.0,Dakar,Wave,V003,10708.0
2024-07-09,Fer à béton 12mm,Construction,518.0,346.0,Ziguinchor,Free Money,V018,179228.0
2024-03-25,Tecno Spark 40 5G,Électronique,104156.0,1.0,Dakar,Orange Money,V011,104156.0
2024-07-03,Fer à béton 12mm,Construction,541.0,442.0,Thiès,Free Money,V045,239122.0
2024-06-02,Parfum homme 100ml,Cosmétiques,28750.0,2.0,Dakar,Espèces,V027,57500.0
2024-04-29,Sarouel coton,Textile,12839.0,1.0,Dakar,Espèces,V027,12839.0
2024-02-10,Réfrigérateur 180L,Électroménager,266063.0,,Dakar,Espèces,V047,266063.0
2024-04-07,Mixeur,Électroménager,24886.0,1.0,Ziguinchor,Wave,V011,24886.0
2024-01-22,Powerbank 10000mAh,Électronique,11831.0,1.0,Kaolack,Orange Money,V037,11831.0
2024-02-27,Bazin riche 5 yards,Textile,32137.0,2.0,Ziguinchor,Espèces,V021,64274.0
2024-05-07,Dattes 1kg,Alimentation,3145.0,2.0,Thiès,Wave,V044,6290.0
2024-07-09,Ciment 50kg,Construction,4484.0,10.0,Dakar,Espèces,V039,44840.0
2024-04-08,Farine blé 50kg,Alimentation,27428.0,3.0,Thiès,Wave,V017,82284.0
2024-07-26,Bouilloire électrique,Électroménager,12056.0,1.0,Kaolack,Wave,V029,12056.0
2024-02-04,Bazin riche 5 yards,Textile,31524.0,1.0,Dakar,Wave,V031,31524.0
2024-04-23,Café Touba 500g,Alimentation,2616.0,2.0,Dakar,Orange Money,V001,5232.0
2024-04-26,Tecno Spark 40 5G,Électronique,100212.0,1.0,Dakar,Wave,V021,100212.0
2024-06-26,Riz parfumé 50kg,Alimentation,28927.0,3.0,Dakar,Espèces,V045,86781.0
2024-06-02,Café Touba 500g,Alimentation,2442.0,1.0,Saint-Louis,Wave,V002,2442.0
2024-04-02,Henné naturel 100g,Cosmétiques,2484.0,1.0,Thiès,Free Money,V006,2484.0
2024-04-20,Huawei Nova 13,Électronique,180052.0,1.0,Ziguinchor,Orange Money,V003,180052.0
2024-11-13,Ventilateur sur pied,Électroménager,35367.0,1.0,Thiès,Free Money,V036,35367.0
2024-07-26,Parfum homme 100ml,Cosmétiques,29786.0,3.0,Dakar,Free Money,V026,89358.0
2024-12-09,Bazin riche 5 yards,Textile,38172.0,2.0,Dakar,Wizall,V023,76344.0
2024-11-22,Sable 1m³,Construction,28517.0,1.0,Saint-Louis,Orange Money,V001,28517.0
2024-01-19,Parfum homme 100ml,Cosmétiques,30432.0,1.0,Dakar,Wave,V037,30432.0
2024-11-08,Huile de coco 250ml,Cosmétiques,3534.0,1.0,Dakar,Wave,V016,3534.0
2024-11-11,Powerbank 10000mAh,Électronique,11688.0,2.0,Thiès,Orange Money,V023,23376.0
2024-05-26,Tissu Wax 6 yards,Textile,18073.0,4.0,Thiès,Orange Money,V002,72292.0
2024-03-15,Gravier 1m³,Construction,27942.0,3.0,Dakar,Orange Money,V008,83826.0
2024-08-06,Tissu Wax 6 yards,Textile,18082.0,1.0,Ziguinchor,Orange Money,V036,18082.0
2024-01-01,Dentelle Guipure 5 yards,Textile,26289.0,1.0,Ziguinchor,Carte bancaire,V032,26289.0
2024-05-04,Riz brisé 50kg,Alimentation,23952.0,2.0,Thiès,Espèces,V042,47904.0
2024-09-02,Gel coiffant 500ml,Cosmétiques,4056.0,2.0,Dakar,Wave,V044,8112.0
2024-01-30,Peinture 25L,Construction,33262.0,2.0,Dakar,Orange Money,V038,66524.0
2024-08-11,Farine blé 50kg,Alimentation,29368.0,1.0,Dakar,Espèces,V020,29368.0
2024-04-28,Carrelage m²,Construction,9249.0,3.0,Ziguinchor,Orange Money,V048,27747.0
2024-12-10,Bouilloire électrique,Électroménager,12585.0,1.0,Thiès,Espèces,V019,12585.0
2024-02-02,Tissu Wax 6 yards,Textile,17517.0,1.0,Saint-Louis,Orange Money,V001,17517.0
2024-02-29,Mixeur,Électroménager,24609.0,1.0,Saint-Louis,Espèces,V041,24609.0
2024-04-30,Machine à laver 7kg,Électroménager,190260.0,1.0,Ziguinchor,Wave,V019,190260.0
2024-08-24,Ventilateur sur pied,Électroménager,35990.0,1.0,Kaolack,Orange Money,V048,35990.0
2024-09-02,Riz parfumé 50kg,Alimentation,32827.0,1.0,Saint-Louis,Carte bancaire,V019,32827.0
2024-03-02,Peinture 25L,Construction,34064.0,5.0,Dakar,Orange Money,V033,170320.0
2024-06-21,Bouilloire électrique,Électroménager,11707.0,1.0,Kaolack,Orange Money,V024,11707.0
2024-10-01,Huile végétale 5L,Alimentation,5889.0,5.0,Thiès,Orange Money,V049,29445.0
2024-01-01,Infinix Note 50 Pro,Électronique,153514.0,1.0,Dakar,Free Money,V007,153514.0
2024-12-03,Gel coiffant 500ml,Cosmétiques,4896.0,1.0,Dakar,Orange Money,V019,4896.0
2024-07-11,Huile d'argan 100ml,Cosmétiques,12323.0,3.0,Ziguinchor,Wave,V009,36969.0
2024-07-27,Savon noir Dudu Osun,Cosmétiques,1585.0,2.0,Dakar,Orange Money,V014,3170.0
2024-10-14,Dentelle Guipure 5 yards,Textile,24254.0,3.0,Ziguinchor,Orange Money,V005,72762.0
2024-04-19,Briques creuses (unité),Construction,209.0,480.0,Saint-Louis,Wave,V013,100320.0
2024-01-04,Dattes 1kg,Alimentation,2679.0,3.0,Saint-Louis,Wizall,V002,8037.0
2024-03-11,Huawei Nova 13,Électronique,174229.0,1.0,Saint-Louis,Wave,V012,174229.0
2024-08-02,Infinix Note 50 Pro,Électronique,155108.0,1.0,Kaolack,Wave,V008,155108.0
2024-10-31,Chargeur rapide,Électronique,7702.0,1.0,Dakar,Wave,V050,7702.0
2024-03-28,Riz parfumé 50kg,Alimentation,29784.0,3.0,Kaolack,Free Money,V006,89352.0
2024-08-09,Tôles ondulées (unité),Construction,11855.0,2.0,Ziguinchor,Orange Money,V011,23710.0
2024-05-01,Powerbank 10000mAh,Électronique,12705.0,1.0,Kaolack,Wave,V009,12705.0
2024-12-14,Clé USB 32GB,Électronique,5024.0,1.0,Saint-Louis,Wave,V038,5024.0
2024-12-26,Micro-ondes 20L,Électroménager,66050.0,1.0,Saint-Louis,Espèces,V001,66050.0
2024-07-01,Mboubou femme,Textile,40660.0,2.0,Kaolack,Orange Money,V034,81320.0
2024-11-09,Savon noir Dudu Osun,Cosmétiques,1452.0,1.0,Dakar,Free Money,V044,1452.0
2024-09-18,Sucre cristallisé 50kg,Alimentation,31112.0,1.0,Dakar,Espèces,V025,31112.0
2024-08-29,Gravier 1m³,Construction,29588.0,2.0,Kaolack,Orange Money,V026,59176.0
2024-01-22,Sucre cristallisé 50kg,Alimentation,28506.0,1.0,Saint-Louis,Free Money,V038,28506.0
2024-05-21,Bouilloire électrique,Électroménager,11321.0,1.0,Dakar,Wave,V039,11321.0
2024-11-15,Bazin riche 5 yards,Textile,38019.0,1.0,Dakar,Wave,V012,38019.0
2024-03-07,Café Touba 500g,Alimentation,2666.0,2.0,Dakar,Orange Money,V042,5332.0
2024-04-06,Peinture 25L,Construction,31962.0,1.0,Kaolack,Orange Money,V022,31962.0
2024-09-04,Beurre de karité 500g,Cosmétiques,4551.0,1.0,Saint-Louis,Orange Money,V021,4551.0
2024-12-07,Riz parfumé 50kg,Alimentation,35069.0,1.0,Thiès,Wave,V021,35069.0
2024-12-26,Ventilateur sur pied,Électroménager,36305.0,1.0,Ziguinchor,Wave,V015,36305.0
2024-10-28,Cuisinière 4 feux,Électroménager,165792.0,1.0,Dakar,Espèces,V034,165792.0
2024-05-29,Carrelage m²,Construction,7870.0,5.0,Dakar,Espèces,V012,39350.0
2024-03-10,"Téléviseur LED 32""",Électronique,132248.0,1.0,Kaolack,Orange Money,V014,132248.0
2024-07-18,Dentelle Guipure 5 yards,Textile,22039.0,2.0,Dakar,Orange Money,V042,44078.0
2024-03-15,Crème éclaircissante 500ml,Cosmétiques,8099.0,1.0,Thiès,Orange Money,V007,8099.0
2024-08-02,Fer à béton 12mm,Construction,506.0,170.0,Kaolack,Espèces,V032,86020.0
2024-08-13,Infinix Note 50 Pro,Électronique,160062.0,1.0,Thiès,Orange Money,V042,160062.0
2024-02-23,Climatiseur 12000 BTU,Électroménager,290674.0,1.0,Saint-Louis,Espèces,V015,290674.0
2024-01-03,Réfrigérateur 180L,Électroménager,284081.0,1.0,Thiès,Orange Money,V009,284081.0
2024-01-06,Cuisinière 4 feux,Électroménager,181553.0,1.0,Kaolack,Free Money,V046,181553.0
2024-06-18,Tecno Spark 40 5G,Électronique,102444.0,1.0,Dakar,Espèces,V020,102444.0
2024-07-25,Carrelage m²,Construction,8262.0,1.0,Dakar,Espèces,V010,8262.0
2024-11-15,Fer à repasser,Électroménager,19117.0,1.0,Kaolack,Wave,V044,19117.0
2024-07-30,Savon noir Dudu Osun,Cosmétiques,1617.0,1.0,Dakar,Wave,V010,1617.0
2024-09-17,Sarouel coton,Textile,12663.0,4.0,Dakar,Wave,V007,50652.0
2024-07-12,Riz brisé 50kg,Alimentation,24894.0,4.0,Dakar,Espèces,V017,99576.0
2024-05-01,Huawei Nova 13,Électronique,169948.0,1.0,Dakar,Wave,V030,169948.0
2024-12-17,Écouteurs Bluetooth,Électronique,14999.0,1.0,Dakar,Wave,V036,14999.0
2024-04-11,Fenêtre aluminium,Construction,47870.0,3.0,Thiès,Orange Money,V029,143610.0
2024-10-11,Huile végétale 5L,Alimentation,5939.0,1.0,Saint-Louis,Espèces,V008,5939.0
2024-03-20,Voile hijab,Textile,3179.0,3.0,Thiès,Wave,V037,9537.0
2024-11-14,Sucre cristallisé 50kg,Alimentation,30800.0,2.0,Dakar,Espèces,V041,61600.0
2024-12-11,Huile d'argan 100ml,Cosmétiques,13529.0,1.0,Dakar,Orange Money,V045,13529.0
2024-07-27,Huile végétale 5L,Alimentation,5495.0,2.0,Dakar,Orange Money,V023,10990.0
2024-04-03,Henné naturel 100g,Cosmétiques,2261.0,1.0,Kaolack,Espèces,V030,2261.0
2024-11-06,Ventilateur sur pied,Électroménager,34192.0,1.0,Kaolack,Espèces,V017,34192.0
2024-09-23,Pagne Kenté 6 yards,Textile,23654.0,3.0,Kaolack,Orange Money,V018,70962.0
2024-10-11,Huile de coco 250ml,Cosmétiques,3307.0,2.0,Dakar,Orange Money,V045,6614.0
2024-01-24,"Téléviseur LED 32""",Électronique,127225.0,1.0,Dakar,Carte bancaire,V002,127225.0
2024-03-13,Briques creuses (unité),Construction,198.0,11.0,Dakar,Wave,V006,2178.0
2024-08-11,Gravier 1m³,Construction,25820.0,1.0,Saint-Louis,Wave,V002,25820.0
2024-07-21,Clé USB 32GB,Électronique,5454.0,1.0,Dakar,Free Money,V027,5454.0
2024-07-18,Huile de coco 250ml,Cosmétiques,3249.0,1.0,Dakar,Carte bancaire,V017,3249.0
2024-06-04,Fer à repasser,Électroménager,16509.0,1.0,Kaolack,Orange Money,V011,16509.0
2024-04-19,Tissu Wax 6 yards,Textile,18287.0,1.0,Thiès,Espèces,V014,18287.0
2024-05-05,Huawei Nova 13,Électronique,181171.0,1.0,Dakar,Orange Money,V042,181171.0
2024-09-23,Tôles ondulées (unité),Construction,11501.0,1.0,Thiès,Orange Money,V026,11501.0
2024-03-05,Huile d'argan 100ml,Cosmétiques,12156.0,3.0,Saint-Louis,Orange Money,V038,36468.0
2024-05-02,Farine blé 50kg,Alimentation,26702.0,1.0,Thiès,Wave,V038,26702.0
2024-06-23,Sable 1m³,Construction,21433.0,1.0,Saint-Louis,Orange Money,V038,21433.0
2024-12-13,Parfum femme 100ml,Cosmétiques,24619.0,1.0,Dakar,Espèces,V006,24619.0
2024-11-29,Briques creuses (unité),Construction,212.0,226.0,Ziguinchor,Espèces,V025,47912.0
2024-08-01,Sucre cristallisé 50kg,Alimentation,30674.0,2.0,Thiès,Orange Money,V038,61348.0
2024-07-31,Briques creuses (unité),Construction,203.0,210.0,Dakar,Wave,V027,42630.0
2024-09-03,Ventilateur sur pied,Électroménager,36134.0,1.0,Thiès,Wave,V018,36134.0
2024-03-07,Tecno Spark 40 5G,Électronique,102712.0,1.0,Thiès,Orange Money,V035,102712.0
2024-04-28,Carrelage m²,Construction,7531.0,2.0,Dakar,Free Money,V024,15062.0
2024-04-19,iPhone 12,Électronique,463154.0,1.0,Dakar,Orange Money,V023,463154.0
2024-01-02,Tecno Spark 40 5G,Électronique,94452.0,1.0,Dakar,Wave,V033,94452.0
2024-10-23,Café Touba 500g,Alimentation,2426.0,4.0,Thiès,Orange Money,V023,9704.0
2024-08-20,Ciment 50kg,Construction,4240.0,3.0,Saint-Louis,Orange Money,V002,12720.0
2024-04-09,Sarouel coton,Textile,11791.0,1.0,Thiès,Wave,V003,11791.0
2024-02-14,Cuisinière 4 feux,Électroménager,183971.0,1.0,Thiès,Espèces,V024,183971.0
2024-04-30,Voile hijab,Textile,3423.0,2.0,Thiès,Wave,V010,6846.0
2024-05-03,Riz parfumé 50kg,Alimentation,32110.0,1.0,Ziguinchor,Espèces,V025,32110.0
2024-09-07,Boubou brodé homme,Textile,50509.0,2.0,Dakar,Orange Money,V020,101018.0
2024-10-11,Dentelle Guipure 5 yards,Textile,25253.0,2.0,Dakar,Espèces,V013,50506.0
2024-03-05,Powerbank 10000mAh,Électronique,12425.0,1.0,Kaolack,Wave,V008,12425.0
2024-11-02,Tissu Wax 6 yards,Textile,19769.0,1.0,Saint-Louis,Espèces,V037,19769.0
2024-04-23,Bazin riche 5 yards,Textile,36013.0,1.0,Kaolack,Orange Money,V026,36013.0
2024-02-29,Micro-ondes 20L,Électroménager,62421.0,1.0,Ziguinchor,Wave,V044,62421.0
2024-11-15,Infinix Note 50 Pro,Électronique,154492.0,1.0,Dakar,Wave,V003,154492.0
2024-03-27,Henné naturel 100g,Cosmétiques,2303.0,1.0,Dakar,Free Money,V034,2303.0
2024-05-24,Huile végétale 5L,Alimentation,5193.0,4.0,Dakar,Espèces,V040,20772.0
2024-06-23,Crème éclaircissante 500ml,Cosmétiques,9189.0,1.0,Thiès,Orange Money,V008,9189.0
2024-07-05,Huile palme 20L,Alimentation,16932.0,1.0,Kaolack,Free Money,V028,16932.0
2024-07-08,Huawei Nova 13,Électronique,171403.0,1.0,Thiès,Wave,V035,171403.0
2024-03-26,Thé Lipton 200g,Alimentation,1715.0,1.0,Dakar,Orange Money,V035,1715.0
2024-12-09,Samsung Galaxy A25,Électronique,117739.0,1.0,Dakar,Espèces,V024,117739.0
2024-03-30,Mboubou femme,Textile,43746.0,3.0,Dakar,Espèces,V037,131238.0
2024-03-10,Beurre de karité 500g,Cosmétiques,4927.0,3.0,Dakar,Espèces,V025,14781.0
2024-08-12,Dentelle Guipure 5 yards,Textile,24224.0,4.0,Thiès,Free Money,V007,96896.0
2024-10-16,Thé Lipton 200g,Alimentation,1792.0,2.0,Thiès,Free Money,V009,3584.0
2024-02-05,Parfum homme 100ml,Cosmétiques,29245.0,1.0,Dakar,Wave,V007,29245.0
2024-03-20,Gravier 1m³,Construction,27693.0,1.0,Thiès,Espèces,V013,27693.0
2024-02-28,Sarouel coton,Textile,12585.0,1.0,Dakar,Wizall,V039,12585.0
2024-03-04,Gel coiffant 500ml,Cosmétiques,4504.0,1.0,Kaolack,Wave,V032,4504.0
2024-05-28,Boubou brodé homme,Textile,39471.0,1.0,Dakar,Orange Money,V018,39471.0
2024-05-24,Moussor femme,Textile,14516.0,1.0,Dakar,Wave,V044,14516.0
2024-04-04,Sarouel coton,Textile,13032.0,1.0,Dakar,Espèces,V006,13032.0
2024-03-31,Tôles ondulées (unité),Construction,11136.0,2.0,Ziguinchor,Espèces,V020,22272.0
2024-03-15,Clé USB 32GB,Électronique,5600.0,1.0,Thiès,Orange Money,V035,5600.0
2024-10-12,Dattes 1kg,Alimentation,2463.0,2.0,Ziguinchor,Orange Money,V006,4926.0
2024-01-03,Sable 1m³,Construction,21319.0,1.0,Thiès,Orange Money,V007,21319.0
2024-01-27,Sable 1m³,Construction,25804.0,2.0,Ziguinchor,Espèces,V043,51608.0
2024-07-12,Dentelle Guipure 5 yards,Textile,24860.0,4.0,Dakar,Orange Money,V036,99440.0
2024-06-14,Huawei Nova 13,Électronique,173363.0,1.0,Dakar,Free Money,V006,173363.0
2024-02-06,Sable 1m³,Construction,23510.0,10.0,Kaolack,Orange Money,V021,235100.0
2024-02-22,Huile végétale 5L,Alimentation,5856.0,-1.0,Dakar,Wave,V047,5856.0
2024-11-12,Powerbank 10000mAh,Électronique,13143.0,2.0,Dakar,Orange Money,V037,26286.0
2024-04-11,Bouilloire électrique,Électroménager,10687.0,1.0,Kaolack,Wave,V017,10687.0
2024-12-17,Clé USB 32GB,Électronique,4798.0,1.0,Dakar,Wave,V037,4798.0
2024-02-14,Parfum femme 100ml,Cosmétiques,26102.0,2.0,Kaolack,Free Money,V025,52204.0
2024-12-27,Dattes 1kg,Alimentation,3346.0,10.0,Thiès,Wave,V007,33460.0
2024-06-14,Huile d'argan 100ml,Cosmétiques,10140.0,1.0,Kaolack,Wave,V036,10140.0
2024-02-18,Crème éclaircissante 500ml,Cosmétiques,8801.0,2.0,Ziguinchor,Orange Money,V031,17602.0
2024-12-01,Parfum homme 100ml,Cosmétiques,32896.0,2.0,Thiès,Wave,V008,65792.0
2024-07-21,Tissu Wax 6 yards,Textile,19649.0,5.0,Saint-Louis,Carte bancaire,V047,98245.0
2024-02-16,Riz brisé 50kg,Alimentation,27974.0,1.0,Dakar,Wave,V009,27974.0
2024-07-27,Fenêtre aluminium,Construction,48513.0,2.0,Kaolack,Espèces,V031,97026.0
2024-07-12,Gravier 1m³,Construction,29901.0,5.0,Dakar,Orange Money,V017,149505.0
2024-12-04,Moussor femme,Textile,15415.0,2.0,Ziguinchor,Orange Money,V036,30830.0
2024-05-02,Pagne Kenté 6 yards,Textile,20560.0,1.0,Dakar,Carte bancaire,V045,20560.0
2024-03-08,Briques creuses (unité),Construction,211.0,197.0,Dakar,Free Money,V017,41567.0
2024-02-12,Moussor femme,Textile,16411.0,1.0,Saint-Louis,Orange Money,V017,16411.0
2024-02-16,Gel coiffant 500ml,Cosmétiques,4673.0,1.0,Dakar,Orange Money,V041,4673.0
2024-10-15,Briques creuses (unité),Construction,209.0,284.0,Thiès,Espèces,V037,59356.0
2024-12-20,Tecno Spark 40 5G,Électronique,91202.0,1.0,Ziguinchor,Orange Money,V045,91202.0
2024-07-18,Fenêtre aluminium,Construction,47409.0,5.0,Dakar,Espèces,V003,237045.0
2024-04-25,Porte métallique,Construction,74598.0,1.0,Dakar,Wave,V003,74598.0
2024-02-28,Tissu Wax 6 yards,Textile,17872.0,1.0,Thiès,Wave,V030,17872.0
2024-01-07,Crème éclaircissante 500ml,Cosmétiques,8302.0,1.0,Dakar,Wave,V026,8302.0
2024-11-27,Fer à béton 12mm,Construction,535.0,346.0,Kaolack,Orange Money,V027,185110.0
2024-08-24,Parfum homme 100ml,Cosmétiques,32192.0,1.0,Ziguinchor,Free Money,V011,32192.0
2024-07-27,Moussor femme,Textile,16435.0,2.0,Thiès,Espèces,V046,32870.0
2024-11-20,Voile hijab,Textile,4018.0,3.0,Saint-Louis,Wave,V045,12054.0
2024-04-20,Dattes 1kg,Alimentation,3282.0,2.0,Dakar,Espèces,V033,6564.0
2024-04-18,Tecno Spark 40 5G,Électronique,90967.0,1.0,Dakar,Orange Money,V018,90967.0
2024-02-23,Beurre de karité 500g,Cosmétiques,4618.0,1.0,Thiès,Free Money,V001,4618.0
2024-02-16,Infinix Note 50 Pro,Électronique,159194.0,1.0,Thiès,Wave,V048,159194.0
2024-07-01,Machine à laver 7kg,Électroménager,201655.0,1.0,Kaolack,Wave,V048,201655.0
2024-12-09,Bazin riche 5 yards,Textile,32594.0,1.0,Dakar,Orange Money,V006,32594.0
2024-06-08,Crème éclaircissante 500ml,Cosmétiques,9060.0,2.0,Dakar,Espèces,V023,18120.0
2024-03-27,Peinture 25L,Construction,33377.0,5.0,Thiès,Orange Money,V022,166885.0
2024-08-09,Crème éclaircissante 500ml,Cosmétiques,9242.0,2.0,Kaolack,Espèces,V045,18484.0
2024-02-01,Congélateur 200L,Électroménager,237512.0,1.0,Dakar,Espèces,V046,237512.0
2024-01-15,Sable 1m³,Construction,23072.0,10.0,Kaolack,Free Money,V036,230720.0
2024-02-21,Réfrigérateur 180L,Électroménager,266832.0,1.0,Dakar,Wave,V036,266832.0
2024-04-22,Porte métallique,Construction,75565.0,3.0,Kaolack,Espèces,V012,226695.0
2024-01-09,Parfum homme 100ml,Cosmétiques,25351.0,1.0,Dakar,Wave,V004,25351.0
2024-02-26,Tecno Spark 40 5G,Électronique,93345.0,2.0,Thiès,Free Money,V046,186690.0
2024-06-07,Moussor femme,Textile,16626.0,1.0,Thiès,Wave,V008,16626.0
2024-04-09,Bouilloire électrique,Électroménager,11319.0,1.0,Kaolack,Espèces,V047,11319.0
2024-08-15,Sable 1m³,Construction,27959.0,2.0,Dakar,Espèces,V018,55918.0
2024-04-18,Congélateur 200L,Électroménager,248804.0,1.0,Dakar,Orange Money,V026,248804.0
2024-04-20,Tecno Spark 40 5G,Électronique,96686.0,1.0,Dakar,Orange Money,V047,96686.0
2024-01-19,Powerbank 10000mAh,Électronique,11285.0,1.0,Saint-Louis,Free Money,V035,11285.0
2024-08-28,Micro-ondes 20L,Électroménager,61648.0,1.0,Dakar,Espèces,V019,61648.0
2024-05-26,Clé USB 32GB,Électronique,5306.0,1.0,Dakar,Orange Money,V010,5306.0
2024-09-29,Riz parfumé 50kg,Alimentation,33925.0,2.0,Thiès,Orange Money,V002,67850.0
2024-11-10,"Téléviseur LED 32""",Électronique,120651.0,1.0,Dakar,Orange Money,V035,120651.0
2024-09-03,Savon noir Dudu Osun,Cosmétiques,1489.0,1.0,Dakar,Wizall,V025,1489.0
2024-06-16,Voile hijab,Textile,3326.0,4.0,Dakar,Espèces,V033,13304.0
2024-06-21,Voile hijab,Textile,3289.0,1.0,Thiès,Espèces,V041,3289.0
2024-06-15,Clé USB 32GB,Électronique,5475.0,1.0,Dakar,Wizall,V028,5475.0
2024-08-27,Huile végétale 5L,Alimentation,5431.0,3.0,Saint-Louis,Espèces,V003,16293.0
2024-03-27,Huile de coco 250ml,Cosmétiques,3040.0,1.0,Dakar,Wave,V006,3040.0
2024-06-14,Samsung Galaxy A25,Électronique,122082.0,1.0,Kaolack,Wave,V018,122082.0
2024-09-26,Moussor femme,Textile,14441.0,1.0,Dakar,Orange Money,V036,14441.0
2024-02-14,Huawei Nova 13,Électronique,167194.0,1.0,Dakar,Espèces,V047,167194.0
2024-06-21,"Téléviseur LED 32""",Électronique,132233.0,1.0,Saint-Louis,Espèces,V029,132233.0
2024-11-07,Tecno Spark 40 5G,Électronique,87454.0,1.0,Thiès,Wave,V016,87454.0
2024-11-12,Chargeur rapide,Électronique,78630.0,9999.0,Dakar,Free Money,V029,7863.0
2024-09-15,Tôles ondulées (unité),Construction,12864.0,1.0,Saint-Louis,Espèces,V001,12864.0
2024-02-21,Parfum homme 100ml,Cosmétiques,26510.0,1.0,Saint-Louis,Wave,V039,26510.0
2024-11-17,Porte métallique,Construction,76385.0,5.0,Kaolack,Espèces,V014,381925.0
2024-04-05,Café Touba 500g,Alimentation,2452.0,3.0,Dakar,Orange Money,V038,7356.0
2024-07-03,Dentelle Guipure 5 yards,Textile,25373.0,1.0,Kaolack,Orange Money,V021,25373.0
2024-07-18,Tissu Wax 6 yards,Textile,18709.0,1.0,Thiès,Espèces,V044,18709.0
2024-04-29,Gel coiffant 500ml,Cosmétiques,4131.0,1.0,Dakar,Wave,V038,4131.0
2024-09-17,Thé Lipton 200g,Alimentation,1742.0,1.0,Ziguinchor,Espèces,V008,1742.0
2024-01-01,Tecno Spark 40 5G,Électronique,93558.0,1.0,Thiès,Orange Money,V039,93558.0
2024-03-02,Riz parfumé 50kg,Alimentation,32893.0,2.0,Dakar,Orange Money,V026,65786.0
2024-05-09,Machine à laver 7kg,Électroménager,184066.0,1.0,Kaolack,Orange Money,V047,184066.0
2024-01-10,Réfrigérateur 180L,Électroménager,269105.0,1.0,Dakar,Carte bancaire,V039,269105.0
2024-07-23,iPhone 12,Électronique,436769.0,1.0,Kaolack,Espèces,V006,436769.0
2024-06-27,Machine à laver 7kg,Électroménager,199888.0,1.0,Kaolack,Orange Money,V007,199888.0
2024-05-25,Huile d'argan 100ml,Cosmétiques,12638.0,1.0,Dakar,Orange Money,V010,12638.0
2024-02-08,Ciment 50kg,Construction,4254.0,2.0,Dakar,Free Money,V012,8508.0
2024-05-27,Riz brisé 50kg,Alimentation,27305.0,1.0,Dakar,Orange Money,V016,27305.0
2024-02-25,Briques creuses (unité),Construction,216.0,53.0,Kaolack,Wave,V002,11448.0
2024-02-08,Ciment 50kg,Construction,4523.0,3.0,Saint-Louis,Espèces,V048,13569.0
2024-12-03,Sable 1m³,Construction,27877.0,3.0,Dakar,Wave,V039,83631.0
2024-04-19,Tôles ondulées (unité),Construction,11582.0,3.0,Dakar,Free Money,V034,34746.0
2024-01-13,Dattes 1kg,Alimentation,3034.0,2.0,Saint-Louis,Espèces,V021,6068.0
2024-01-30,Cuisinière 4 feux,Électroménager,158481.0,1.0,Saint-Louis,Espèces,V050,158481.0
2024-01-06,Dattes 1kg,Alimentation,2945.0,1.0,Dakar,Espèces,V047,2945.0
2024-02-24,Tôles ondulées (unité),Construction,12511.0,2.0,Dakar,Wave,V041,25022.0
2024-09-05,Huile végétale 5L,Alimentation,5415.0,2.0,Dakar,Orange Money,V018,10830.0
2024-12-03,Thé Lipton 200g,Alimentation,1760.0,3.0,Dakar,Orange Money,V030,5280.0
2024-01-06,Sarouel coton,Textile,11836.0,1.0,Saint-Louis,Orange Money,V026,11836.0
2024-09-10,Ventilateur sur pied,Électroménager,35679.0,1.0,Thiès,Wave,V031,35679.0
2024-10-09,Mixeur,Électroménager,22282.0,1.0,Kaolack,Espèces,V010,22282.0
2024-01-11,Sable 1m³,Construction,25872.0,3.0,Dakar,Orange Money,V025,77616.0
2024-03-01,Boubou brodé homme,Textile,42809.0,2.0,Dakar,Wave,V038,85618.0
2024-08-13,Mboubou femme,Textile,32417.0,3.0,Dakar,Espèces,V018,97251.0
2024-01-28,Farine blé 50kg,Alimentation,26362.0,2.0,Kaolack,Espèces,V005,52724.0
2024-05-27,Dattes 1kg,Alimentation,2592.0,4.0,Dakar,Espèces,V032,10368.0
2024-08-25,Parfum homme 100ml,Cosmétiques,28841.0,1.0,Kaolack,Wave,V007,28841.0
2024-04-29,Dattes 1kg,Alimentation,2700.0,1.0,Dakar,Carte bancaire,V045,2700.0
2024-02-16,Clé USB 32GB,Électronique,4807.0,1.0,Kaolack,Wave,V004,4807.0
2024-02-23,Ciment 50kg,Construction,4199.0,3.0,Saint-Louis,Wave,V006,12597.0
2024-11-14,Dattes 1kg,Alimentation,2563.0,3.0,Thiès,Espèces,V050,7689.0
2024-03-05,Pagne Kenté 6 yards,Textile,22742.0,3.0,Dakar,Wave,V014,68226.0
2024-04-19,Powerbank 10000mAh,Électronique,11556.0,1.0,Dakar,Orange Money,V049,11556.0
2024-11-14,Parfum femme 100ml,Cosmétiques,23546.0,1.0,Ziguinchor,Orange Money,V029,23546.0
2024-11-09,Boubou brodé homme,Textile,49530.0,2.0,Thiès,Orange Money,V007,99060.0
2024-02-12,Huawei Nova 13,Électronique,181998.0,1.0,Thiès,Orange Money,V016,181998.0
